0.000000000000000000e+00	3.736297983892475849e-07
5.000000000000000278e-02	6.160112466619640190e-07
1.000000000000000056e-01	1.015630439496254846e-06
1.500000000000000222e-01	1.674490405511452729e-06
2.000000000000000111e-01	2.760764950193046448e-06
2.500000000000000000e-01	4.551723744799878332e-06
3.000000000000000444e-01	7.504501597110012290e-06
3.500000000000000333e-01	1.237277117442759259e-05
4.000000000000000222e-01	2.039908727992137044e-05
4.500000000000000111e-01	3.363196403867117475e-05
5.000000000000000000e-01	5.544852472279490651e-05
5.500000000000000444e-01	9.141587385216160249e-05
6.000000000000000888e-01	1.507103580597576778e-04
6.500000000000000222e-01	2.484550818393346989e-04
7.000000000000000666e-01	4.095671649860507585e-04
7.500000000000000000e-01	6.750827306328381107e-04
8.000000000000000444e-01	1.112536032860322660e-03
8.500000000000000888e-01	1.832938942492806991e-03
9.000000000000000222e-01	3.018416324708424105e-03
9.500000000000000666e-01	4.966801650056965577e-03
1.000000000000000000e+00	8.162571153159896634e-03
1.050000000000000044e+00	1.338691782766479252e-02
1.100000000000000089e+00	2.188127093613049731e-02
1.150000000000000133e+00	3.557118927263622221e-02
1.200000000000000178e+00	5.732417589886885934e-02
1.250000000000000000e+00	9.112296101485616029e-02
1.300000000000000044e+00	1.418510649004878776e-01
1.350000000000000089e+00	2.141650169574415286e-01
1.400000000000000133e+00	3.100255188723878841e-01
1.450000000000000178e+00	4.255574831883414677e-01
1.500000000000000000e+00	5.498339973124779512e-01
1.550000000000000044e+00	6.681877721681662718e-01
1.600000000000000089e+00	7.685247834990178717e-01
1.650000000000000133e+00	8.455347349164654691e-01
1.700000000000000178e+00	9.002495108803150181e-01
1.750000000000000000e+00	9.370266439430035010e-01
1.800000000000000044e+00	9.608342772032356649e-01
1.850000000000000089e+00	9.758729785823307967e-01
1.900000000000000133e+00	9.852259683067269291e-01
1.950000000000000178e+00	9.909867013471520547e-01
2.000000000000000000e+00	9.945137011005494854e-01
2.050000000000000266e+00	9.966651926925866878e-01
2.100000000000000089e+00	9.979746796109500995e-01
2.149999999999999911e+00	9.987706013787226444e-01
2.200000000000000178e+00	9.992539711661633239e-01
2.250000000000000000e+00	9.995473777767595047e-01
2.300000000000000266e+00	9.997254218438985651e-01
2.350000000000000089e+00	9.998334419352227220e-01
2.400000000000000355e+00	9.998989708060922466e-01
2.450000000000000178e+00	9.999387202603833291e-01
2.500000000000000000e+00	9.999628310628970729e-01
2.550000000000000266e+00	9.999774555703495604e-01
2.600000000000000089e+00	9.999863259909154145e-01
2.650000000000000355e+00	9.999917062496260778e-01
2.700000000000000178e+00	9.999949695696981333e-01
2.750000000000000000e+00	9.999969488837513465e-01
2.800000000000000266e+00	9.999981494022270878e-01
2.850000000000000089e+00	9.999988775548946940e-01
2.900000000000000355e+00	9.999993192023292066e-01
2.950000000000000178e+00	9.999995870752289573e-01
3.000000000000000000e+00	9.999997495484255206e-01
3.050000000000000266e+00	9.999998480934262357e-01
3.100000000000000089e+00	9.999999078640000594e-01
3.150000000000000355e+00	9.999999441166891323e-01
3.200000000000000178e+00	9.999999661050578137e-01
3.250000000000000000e+00	9.999999794416780663e-01
3.300000000000000266e+00	9.999999875307473696e-01
3.350000000000000089e+00	9.999999924370160942e-01
3.400000000000000355e+00	9.999999954128182544e-01
3.450000000000000178e+00	9.999999972177335827e-01
3.500000000000000000e+00	9.999999983124701064e-01
3.550000000000000266e+00	9.999999989764614128e-01
3.600000000000000089e+00	9.999999993791923725e-01
3.650000000000000355e+00	9.999999996234611999e-01
3.700000000000000178e+00	9.999999997716175759e-01
3.750000000000000000e+00	9.999999998614790275e-01
3.800000000000000266e+00	9.999999999159827624e-01
3.850000000000000089e+00	9.999999999490409852e-01
