3.900000000000000355e+00	9.999999999690918351e-01
3.950000000000000178e+00	9.999999999812532181e-01
4.000000000000000000e+00	9.999999999886295399e-01
4.049999999999999822e+00	9.999999999931035166e-01
4.100000000000000533e+00	9.999999999958171237e-01
4.150000000000000355e+00	9.999999999974629183e-01
4.200000000000000178e+00	9.999999999984612309e-01
4.250000000000000000e+00	9.999999999990667465e-01
4.299999999999999822e+00	9.999999999994337863e-01
4.350000000000000533e+00	9.999999999996567190e-01
4.400000000000000355e+00	9.999999999997917222e-01
4.450000000000000178e+00	9.999999999998736566e-01
4.500000000000000000e+00	9.999999999999233946e-01
4.549999999999999822e+00	9.999999999999535927e-01
4.600000000000000533e+00	9.999999999999718003e-01
4.650000000000000355e+00	9.999999999999829026e-01
4.700000000000000178e+00	9.999999999999895639e-01
4.750000000000000000e+00	9.999999999999937828e-01
4.800000000000000711e+00	9.999999999999962252e-01
4.850000000000000533e+00	9.999999999999977796e-01
4.900000000000000355e+00	9.999999999999986677e-01
4.950000000000000178e+00	9.999999999999991118e-01
5.000000000000000000e+00	9.999999999999995559e-01
5.050000000000000711e+00	9.999999999999997780e-01
5.100000000000000533e+00	9.999999999999997780e-01
5.150000000000000355e+00	9.999999999999997780e-01
5.200000000000000178e+00	1.000000000000000000e+00
5.250000000000000000e+00	1.000000000000000000e+00
5.300000000000000711e+00	1.000000000000000000e+00
5.350000000000000533e+00	1.000000000000000000e+00
5.400000000000000355e+00	1.000000000000000000e+00
5.450000000000000178e+00	1.000000000000000000e+00
5.500000000000000000e+00	1.000000000000000000e+00
5.550000000000000711e+00	1.000000000000000000e+00
5.600000000000000533e+00	1.000000000000000000e+00
5.650000000000000355e+00	1.000000000000000000e+00
5.700000000000000178e+00	1.000000000000000000e+00
5.750000000000000000e+00	1.000000000000000000e+00
5.800000000000000711e+00	1.000000000000000000e+00
5.850000000000000533e+00	1.000000000000000000e+00
5.900000000000000355e+00	1.000000000000000000e+00
5.950000000000000178e+00	1.000000000000000000e+00
